ID,questionTitle,topics,0
70,Why am I so anxious in social situations?,Anxiety,"As you do it more, it should get better or at less with less anxiety. Anxiety is normal for most when speaking in public. I hear this from even the best of facilitators who have been doing it for years. I even experienced that when I first became a counselor and had to lead classes. I asked myself why were I so anxious? I admit at that time I didn't have confidence in myself. The more I prepared and practiced, the more my confidence level increased. Yours will too... "
74,How can I stop worrying much?,Anxiety,"Thinking about what others think of us is a natural tendency. Human beings are social creatures and rely on feedback from the outside world of people, places, and things to let us know more about ourselves. We also have an inner voice, dialogue, conscience, etc. that helps us to determine the path for us. Often, when someone is worried about the external feedback, and focuses on this as the sole source of information, it can create a dependency that can become problematic. Balance is key to so many things in life. Your own voice is powerful and has strength to provide you the enjoyment you seek. Don't discount it and rely only on the voices of others."
75,Why do I always feel like I'm being watched?,Anxiety,"It sounds like you are feeling pretty overwhelmed with worry about being continuously monitored, with no privacy even in your own mind, and as if people are constantly saying things about you in whispers on in the media. It's hard to say from a post online what is at the root of this experience, but you may be able to get insight into that, as well as develop ways of coping with the distress of feeling this way, with the help of a good therapist. There is no pill or technique that can guarantee that this experience will go away, though it might, however, there are things that you can do so that you can understand it better and so that it does not have such an impact on your ability to lead a satisfy life."
76,What should I do about my stress before track meets?,Anxiety,"It sounds like you are no longer committed to track emotionally. It can be hard to talk to your dad about this, but he may think you love track and may not know you are getting so upset the days of meets. An idea would be to first write a letter to your dad to see what feelings come out and then preparing to speak with him. I think he will appreciate your honesty and maybe this conversation will bring you relief and also time to find something you really will enjoy. "
78,How can I talk to my psychologist about upping my dose of Xanax?,Anxiety,"Hello, and thank you for your question. While counselors work closely with medical providers, and sometimes have discussions about medications with people, we rarely make recommendations about how much or what typeof medicationa person should be taking. This is because prescribing and advising on medication is out of our scope of practice. The only exception would be if a counselor is also a physician, nurse practitioner, physician's assistant, etc. Having said that, I certainly understand that anxiety is a real serious problem that many folks struggle with. If you are currently not in therapy to help you with these panic attacks, you should consider it. Medications can be helpful for anxiety, and medications like Xanax may help for immediate relief, but they do nothing to deal with the root of anxiety and may not help with anxiety long-term. Therapists who have experience in exposure therapies would be good people to start with. Exposure therapy hasgood outcomes for people with anxiety disorders and panic attacks. If you are interested in speaking with your provider about the Xanax, I think explaining it the way you did on here is just fine. The provider will then decide if they feel comfortable increasing your medication. Please remember that medical providers are not trying to give people a hard time. Medications like Xanax really are highly addictive. The more you take, the more you may feel you need. The more often you may feel you need to use it. Depending on the frequency and amount of use, some people suffer serious withdrawal symptoms when they do not take the medication. It is a good idea to talk to medicalprovider about all of those things so that you can partner on right course of action to manage this anxiety. I certainly hope that you get some relief.... I know anxiety is awful.Robin J. Landwehr, DBH, LPC, NCC "
79,Do I have some type of anxiety?,Anxiety,"It is possible that you could have or be developing an anxiety disorder. There isn't really enough information provided here to suggest a particular disorder, but it might be worth meeting with a counselor or therapist to do a formal assessment. Some of the questions they might ask could be what other kinds of physical symptoms you experience, how frequently these physical symptoms happen, what's going on for you when they tend to happen, and how frequentlyintensely you find yourself worrying in general.Anxiety itself is a really natural thing - it's just when it starts interfering with your ability to ""do life"" the way you want that we start to consider potential disorders. It might be that for the most part, the anxiety you feel is normal and you simply have some triggers that intensify it more than usual. Working on your own or with the support of a counselortherapist to both address those triggers at the root and also to develop ways of managing the actual anxiety symptoms. This two-fold approach can be really helpful for not letting anxiety keep you from engaging in life the way you'd like."
89,Is there anything I can do to make my anxiety go away?,Anxiety,"With the way you described your anxiety, it sounds like you have different types of anxiety. I'm not sure whether you have anxiety of public places, large crowds, being alone (sometimes called separation anxiety), or some combination thereof.One thing that would be helpful would be to track your anxiety and see how anxious you are (on a scale of 1 to 10) in different situations. Also, if you know what leads up to your anxiety, it would be good to know this as well so you can look for patterns.As for forgetting things, you could be anxious because you are forgetting things or you could be forgetting things because you are anxious. When you are having anxiety, certain parts of your brain are overactive because you are in a kind of protective mode. It's also possible that forgetting things and anxiety are not related.Something else to try would be to notice where you feel your anxiety in your body and put your hand there is a way of giving yourself comfort.Another thing about anxiety is that having anxiety can lead to more worry about having more anxiety. One thing that helps for some people is to go to the regular primary care doctor to make sure that there are no physical problems (just for the regular physical) so they know that there are no physical problems and that the anxiety will lessen in a few minutes.Also, if you are able to notice your feet on the floor or your hips in the chair, this is helping you to be mindful of your body and connecting you to your surroundings. During this in combination with naming your emotions can be soothing as well. For example, in the grocery store, if you are feeling anxious, you could say to yourself ""I'm anxious right now and I'm okay"" while gently shifting your weight from one foot to the other. No one around you would notice what you were doing and the motion may be soothing to you.Anxiety can have a lot of different causes and things that trigger it. If it is difficult for you to work it out on your own (which is very common), consider talking with a local therapist so you can have more specific ideas.Also consider making a list of people who you trust and what it is about them that makes you feel comfortable."
90,What is social anxiety?,Anxiety,"Social anxiety is fear of social situations where someone is exposed to the public scrutiny of others. It could include things like having conversations with people you don't know, being observed, or public speaking, etc.You can find more information here: https:socialanxietyinstitute.orgwhat-is-social-anxiety"
91,I'm not sure if I have social anxiety disorder.,Anxiety,"Congratulations on your courage to ask this question!This shows you are willing to engage with other people, just not in all situations, especially the in person ones.Start by ""meeting"" yourself.Reflect as thoroughly as possible as to what you imagine will be the outcome of meeting others or of speaking up during a class.Some people are afraid of being criticized or judged by other people, or do this to themselves inwardly. If you are judging or criticizing yourself to be less worthy of having opinions or views or of being who you are, than others, then the thought of actually placing yourself in this situation, would feel intolerable.One way to move out from this position of feeling less than others, is to recognize that these feelings are inside of you.Then it is possible to know at least on an intellectual level that it is not true that any one person is superior to another.All the people whom you are afraid to meet, also have their own insecurities.We are all equal in worth and in having blindspots about ourselves.Also, it is possible that you are naturally shy and may be expecting more from yourself than is reasonable, in terms of a standard about meeting others.You may have a few fears of being judged unfairly, you may also simply not enjoy being around people very much.Be aware to not push yourself beyond your natural limits. Overcoming fears of being judged is different than forcing yourself to do what is against your basic nature."
93,Why do I find pleasure in thinking about killing?,Anxiety,"Hello, and thank you for your question. Clearly this is something that has you very concerned. Sometimes thoughts are just thoughts, and they are pretty harmless.Many people have thoughts of killing someone, but they would never actually do it. They really don't even want to do it, they are just having a thought.Other times,thoughts are a sign of something more serious, and we should receive help when they start to worry us. I would recommend meeting with a counselor to discuss these thoughts. It is usually a safe environment where you can get advice with little judgement. Now, If you begin to start thinking about killing someone specific and making a plan to do it in reality- you should call for help immediately. By help, I mean 9-11,or a family member or friend. You would want to get help before doing something to harm yourself and others. Again, none of this is to judge, but rather to encourage you to get the help you're seeking. Either way, when we become concerned about some aspect of our behavior, seeking counseling is usually a good choice. Be well, Robin J. Landwehr, DBH, LPCC, NCC"
96,How can I make the voices stop?,Anxiety,"This isn't something you can do on your own.If you haven't already, you need to see a medical doctor ASAP to rule out medical causes for this. Many diseases, illnesses, and conditions can cause hallucinations. In the elderly, sometimes it's something as simple as a urinary tract infection. Some medicines may have that side effect as well.However, you say you've been hearing them since you were little. I have no idea how old you are now, but something that has been going on for many years does lead me to think it could be a type of schizophrenia. A psychiatrist could diagnose that after taking a complete look at your history, medical history, etc. There are medications that they can put you on that will help.One thing that I find encouraging is that you recognize you're hearing voices. This means you are not so far into a delusion as to believe it is real. A lot of people that hear or see things that aren't there are not able to have the awareness that these things are not real. They fully believe what they're hearingseeing. It's completely real to them. Because you have the awareness that you do, I feel this is a very good sign that with treatment you can live a normal life (assuming you are not already receiving treatment for it. If you are and are still hearing the voices, please know that medications often need to be changed and adjusted, and the voices may never completely go away but medicines certainly help dull them a lot. Always talk to your doctor when it seems your symptoms are getting worse so that they can make the necessary medication adjustments for you).If at any time the voices are telling you to do something, please go to an ER as this is an emergency. Sometimes people hear voices telling them to harm themselves, harm someone else, or do other things that are against the law. Do not try to deal with something like that on your own. There are people who can help."
98,I don't like going outside anymore.,Anxiety,"The first step to answer your question is to reflect on what is going on in your life overall. If you're in the midst of severe stress, whether within your relationship or effort to establish a relationship, upheaval in family dynamics, some type of significant loss like a job or someone with whom you feel closely attached, then you may simply be creating the solitude which is necessary to better understand and absorb the meaning of these changes.I assume you mean you are by yourself when you are indoors.What you write sounds like you're not happy with this recent urge rather than that you and someone or others are having great and fun times together.One way to encourage yourself to go back outdoors is to connect w a friend or search for an interest within you to develop.This way with either of these, you'd feel a little bit of motivation to join and get more involved with either of these."
101,"Sleeping, Anger and Anxiety","Anxiety,Anger Management","It sounds as if you may be experiencing a bout of anxiety andor depression. Sleeping difficulties, irritability and anxiety attacks all are correlated with these mood disorders. And itâs actually quite common for someone to deal encounter this during their lifetime. Also, keep in mind that just because you are experiencing this now does not mean that you will be dealing with it the rest of your life. Many times, it can be a single episode and if treatment is received, you can help prevent any recurrent episodes.However, you may want to first talk with your primary physician to rule out any medical issues that could be causing these problems. There may be a reason for the sudden onset of these symptoms that can be addressed quickly. On the other hand, if it is determined that you are experiencing anxiety andor depression without a medical reason, there are two methods that are very helpful in your treatment:#1 Talk therapy with a certified therapistHeShe will be able to address the concerns youâre experiencing and discovering if there is an underlying issue that may be causing it.#2 MedicationThere are many medications that can assist you with the feelings that you are experiencing. Your doctor will be able to help you find the right one that works for you. If one doesnât work, keep trying. There are many different options to address your specific needs.Also, a combination of these two options is extremely beneficial!Thank you for your question. I sincerely hope that you feel better soon!"
104,I always feel the need to tell people everything.,"Anxiety,Behavioral Change","Sorry to hear of your situation.Possibly you are overlooking that your own Self is someone worth talking to as well.None of us are ever really alone because we are always with ourselves.Self-talk is a major part of what guides our decisions and how we make sense of relationships and situations.  Even after telling people the stories or activities, hearing their comments, it is always within ourselves that we decide if the way we were received by these others, the comments we heard back, feel right and accurate to our lives.I hope the feeling of a hole in your stomach would decrease by enjoying your Self.  I am guessing that hurting yourself makes the stomach hole feel less bad because the physical pain you create in yourself distracts you from feeling it.Enjoying your Self by talking kindly, loving, and having inner dialogue may very well decrease the feeling of a hole, altogether.Sending lots of good luck!"
106,Why do I throw all my stuff away?,"Anxiety,Behavioral Change","Since you wrote that you noticed a change in your throwing away urge when you changed with which parent you lived, would you feel that throwing away things is connected to wanting to be done with certain areas of influence with either parent?Play in your mind with the metaphor of ""throwing away"" and whatever associations you feel toward this. Are you feeling alarmed or freed, by throwing away things? I'm only suggesting these, not telling you that they apply necessarily.Anxiety comes up when people feel helpless to manage a meaningful part of their lives. So pay attention whether your stuff represents difficult scenarios or phases of your growing up years.  Possibly you are trying to rid yourself of painful feelings which were part of your early years' relationship with either parent.Basically, sounds as though you are trying to establish a clearer sense of who you are and the throwing away part is a means of discovering who you are, once all the clutter is released."
107,Can anxiety make me think I heard something about me?,"Anxiety,Behavioral Change","It sounds like you are having difficulty knowing if people are saying things to you, or if you only thought someone was talking to you, and this is anxiety producing. It's understandable that it could be confusing andor a bit scary to be unsure if people are speaking to you or not. It's hard to say exactly what is going on from just this description, but if you can work with a competent therapist, you may be able to get more insight into what is happening, get clarity about your social interactions, and develop some ways to deal with the anxiety."
108,Overcoming fears.,"Anxiety,Behavioral Change","Hello, and thank you for your question. Overcoming fears is something that everyone struggles with at one time or another. Sometimes we come across something that scares us, we push through it and suddenly we aren't afraid anymore. But sometimes it can seem like our fears just take over and we cannot overcome them. There are some options:1. You can go to a counselor and receive some type of treatment. What kind of treatment would depend on the type of fears you are experiencing. For example, if you have a general phobia about something, they may use various techniques to help you manage it. 2. There are different websites and even some self-help books that you can use to try to overcome your fears. When it comes to overcoming certain fears or phobias, exposure therapy well-studied and proven to work. A therapist would help you with this, but some websites give instructions for how to do it yourself. I am not sure how well it works when you try it by yourself, but here is a link to a website that does offer some tools. http:psychology.toolsanxiety.htmlSome colleagues may offer you some other types of advice. Be well.Robin J. Landwehr, DBH, LPCC, NCC"
114,I keep on changing my life when things get tough.,"Anxiety,Career Counseling","I recommend that you make a list of all the reasons you should change your life and all of the reasons you shouldn't change your life. Can the problem you are in be fixed? Is there others you can lean on for support? Are there other people you know who have been through a similar experience and are willing to share their story with you? It is important to rely on your support network to help you get multiple points of view. If you believe you need additional help, I suggest seeing a professional."
118,I'm worried about my new job.,"Anxiety,Career Counseling","Anxiety can cause such a feeling of discomfort in our bodies that it can seem unbearable. The concern that I can hear in what you have written is that the thought of having some anxiety has now left you uncomfortable with any anxiety at all - and that can become a problem, indeed.As opposed to thinking about your anxiety as something much bigger than you, it could be helpful to start breaking it down. What are the things specifically that cause you anxiety about this new job? Is it being away from your family? If so, why?Once you start breaking down what causes you to feel anxiety into smaller ""mouthfuls"", then we are far better able to understand what has led to discomfort and start to problem solve the issue."
126,Is it normal to cry during therapy?,"Anxiety,Counseling Fundamentals ","Please do not worry about crying. People cry, laugh, rage, rant, and talk during counseling sessions. Part of the therapy process is to look at your feelings, and to feel what you are actually feeling (instead of what you think you should feel). So if you need to cry, that's ok. If you feel embarrassed because you cried, or if you feel anxious that you might cry, well those feelings are ok as well. Your counselor can help you manage your feelings so that you can attain your goals, and your counseling session is the perfect place for that."
130,Is it normal to go into therapy feeling nervous?,"Anxiety,Counseling Fundamentals ","It is totally normal - you have a lot riding on this and you're invested! Think about why you feel so shaky - is it something about the therapist or their style? If so, it would be a good idea to talk with them about it so you feel more at ease. In any case bringing up your feelings about therapy intherapy is totally appropriate and even necessary. Good luck!"
155,"How do I get over anxiety, depression, and isolation?","Anxiety,Depression","The best way to handle depression and anxiety is with a combination of appropriate medication given to you by a medical doctor, and therapy to help you understand the thoughts, feelings, and behaviors that are causing the depression and anxiety in the first place and then to replace these with more positive thoughts and behaviors.  This is not something that anyone should just âwhite knuckleâ and try to get through on their own with no help.  Cognitive Behavioral Therapy is a technique that has been proven helpful for depression and anxiety.  This takes a therapist trained in CBT. There are some things in life that you cannot change and must learn to accept.  A lot of people spend time trying to change things that they have no control over.  This may be the behavior of someone else in your life or it could be a situation that you cannot change, such as the recent death of a loved one, a lost relationship, or an accident or illness which has left you handicapped.  In cases like this, what can change is your attitude and thoughts about the situation that you now find yourself in.  One thing that is inevitable about life is that stuff happens and it is not always pleasant. Some people take these unpleasant occurrences very hard and it throws them into a deep depression.  Other people seem to be able to handle lifeâs ups and downs and bounce back.  They do this with having positive coping skills in their life.  Learning new coping skills is something your therapist can help you with.A lot of people are so focused on trying to change the things in their life that they cannot change and are ignoring the things that they can change.  There are things that you can do.  Here is a quote for you to consider.  âYou are getting almost everything that you are getting based on the choices that you have made.  You will continue to get the same thing out of life until you make some changes.â  Another quote I like is âYou will find a way or you will find an excuse.â  Donât ever say that you have no choice.  Everyone has a choice.  You might not particularly like any of the choices that you are facing, but you do have choices.  Not happy in a relationship?  You can leave it.  Hate your job?  Get a new one.  If it matters to you, you will find a way.  Donât sit there complaining about everything but not doing anything different or better.Take care of yourself.  Exercise is very important not only for your physical health, but for your mental health as well.  Eating right and exercising will help you feel better about yourself.  Also, find a meditation that works for you.  There are progressive muscle relaxation exercises, visual and mental meditations, and many many more.  Start making some positive changes in your life today!  You can do it!"
156,I hate talking to people much less strangers,"Anxiety,Depression","Did you take the medication the way the psychiatrist prescribed it? Did you follow up with herhim to report how it was going? Different medications work differently with different people.  It's not always the first one that helps. And some of the medications take some time to have an effect. Give the doctor the chance to help you.I suggest you find a certified CBT therapist to help you examine your thinking. www.AcademyofCT.org has listings of the finest CBT clinicians. In the meantime, do some ""anxiety fasting"" by taking a few minutes to do something nice for yourself right now. I hope you feel better soon. ~Mark (www.MarkMorrisLCSW.com and www.LivingYes.org)"
157,How do I fight inner loneliness from depression and a severe anxiety disorder?,"Anxiety,Depression","If you are someone who usually has a job, pays or contributes to household bills, and generally manages your own daily life, then here are some suggestions.Start with small changes in your life so that you will feel successful in developing little areas of personal happiness.Since the people whom you currently are in your life ""aren't helping much"", consider branching out your life so that you are with those with whom you do feel help you.Follow your natural interests. If you like reading, look online for a local book club.  If you like watching birds, look up a bird watching group.Social isolation increases the intensity of negative feelings.Also, the way healthcare is set up in the US, psychiatrists spend 15 minutes asking a person questions and then giving them a pill script.  There is almost no human interest in the person.If you'd like feeling better as a person, then find people.  Relying only on our mental health system will keep you feeling low and unsteady.If your life is a little more sheltered and you are in a group home setting or your basic needs are taken care of by someone or some organization, then similar advice is still valid.Find and participate in whatever human settings which appeal to you and are available on a somewhat regular basis."
158,Is there anything I can do about my depression and anxiety?,"Anxiety,Depression","From whom do you get anti-depressants?This person should be talking with you to know whether the pills are helping or not.Trust your own instinct that the pills aren't helping you.Pills work differently for everyone and not all people feel better from them.It is also possible the particular pills have lost their effectiveness because after around six to eight months, this usually happens.Try to understand what is depressing you. This is slow work since you may have many theories.Just by addressing your own emotional needs and life structure in a caring and respectful way, may improve your mood so that you'll feel less depressed."
161,How can I control my anxiety?,"Anxiety,Depression","As a past sufferer of anxiety myself, I have learned that it is a natural part of life, it is a natural part of us, the longer we try to run from it the more it entangles us in its clutches, if we deny certain parts of ourselves we will become depressed or even oppressed, the only way to deal with anxiety is to embrace it and accept it, and in fighting the fight without fighting we will eventually win, I would encourage you to look into Acceptance and Commitment Therapy, your answer I think lies in that area of research. Hope this helps,C"
167,How can I manage my anxiety?,"Anxiety,Depression","First, let me say that you are a survivor and a warrior. Managing 1 child by yourself is difficult, but twins is a whole different ballgame. Anxiety can affect us at any time anywhere. This is the challenge, especially when we have so many things to manage each day. There are several methods and practices that help manage and even reduce symptoms of anxiety. It will depend on what works best for you. Talk with friends, a counselor, or a loved one who can offer you support and feedback as you navigate this process of learning what works for you. When all else fails; make sure you are in a safe place, pause for a deep, cleansing breath in, a long exhale out, and ask yourself, ""What do I want in this moment?"" Now you can begin again."
169,How do I balance school and life?,"Anxiety,Depression",I'm not sure whether you are referring to having a lot of activities after school or that homework is overwhelming. Can you set aside a couple hours a week for yourself as a place to start?
170,is it normal not to feel empathy?,"Anxiety,Depression","Thank you for posting. I'm interested to hear some more information; such as, if you live by yourself or family, if you go to schoolemployedunemployed, and what kind of things do you like to do with friends or by yourself. Often times, when we are experiencing a strong emotion that we interpret as negative, we put most of our focus on that negative emotion and struggle to see that we do not alwaysfeel that specific emotion. There are typically points in the day (even if it is for only in 1 minute intervals) when we do not feel that negative emotion. When we overgeneralize, we use words like ""always"" or ""never"" and when we use those words and it may not be totally true, we feel the negative emotion based on an inaccuracy which is not fair to you. Ask yourself some of these questions: Am I being realistic when I'm overgeneralizing things? Have I ever noticed a short period of time that I wasn't feeling anxious? What do I notice when I am feeling anxious? What am I thinking about? When was the last time I felt empathy? What was different when I was able to feel empathy? Hopefully this helps get you started. "
173,I completely lost myself—how can I find myself again?,"Anxiety,Depression","I imagine that it's pretty disconcerting to feel as though you lost yourself.When you said that you are jaded, I'm not sure whether you mean that you are jaded toward someone, something, life in general, or some combination thereof.One of the difficult things about anxiety is that anxiety can lead to more anxiety because of being concerned about having another panic attack. Consider remembering that panic attacks usually only last a few minutes and the reason they don't go away right away is because of the way your brain releases chemicals because some part of your brain is reacting as if you are in danger in some way.As far as finding yourself, you may consider looking at what parts of each day you can control as a way to stay centered. You could also focus on something that makes you feel happy andor comfortable.You may also consider the list of values here to give yourself an idea of what is most important to you, what it is that you are living by now, and what values you would prefer to live by.http:www.therapistaid.comtherapy-worksheetvalues-clarificationIf this proves to be difficult, consider seeing a local therapist."
174,"I have long spurts of depression, anxiety, and need change constantly—why?","Anxiety,Depression","Hello, and thank you for your question. I am very sorry that you are struggling. I have a few thoughts and perhaps some of my colleagues will add something else. Depression and anxiety can both be chronic conditions, as you have experienced. This means that they may always require treatment in order to have some kind of relief from them. Treatment could mean medication or some kind of counseling. Some people may take medication for the rest of their lives. Some people may go to counseling at times when the depression and anxiety worsens. As you mentioned, sometimes the symptoms improve for a little while, but they can also come back. When they do, it is important to talk to your medical provider if you are getting medication, andor to go back to your counselor and talk to them about the symptoms that have returned. Skin picking and some other behaviors are not uncommon for people who are experiencing something like anxiety. Many people report that they do this when they feel anxious, and some say it calms them down. It is not really a surprise that you are constantly trying to change things and even starting fights to do so. These are ways to try to avoid, escape and distract yourself from the feelings of anxiety and depression. That is a very normal thing to do. Nobody likes these feelings, and so distraction is something we naturally try in order to get rid of them. The problem is that things like distraction and escape do not work as a long-term solution. In fact, they usually make things worse for many different reasons. Depression and anxiety can be treated, but it is likely something you will need some help with. I would recommend finding a counselor who has experience with anxiety and depression. Medication can be helpful, but I still recommend counseling. The reason for this is that the medication can help with symptoms, while the counseling can address the symptoms and provide you with very helpful skills. Be well,Robin J. Landwehr, DBH, LPCC, NCC "
175,"If I am trying to stop self-harming and I seek help, will I need to be put in an inpatient setting?","Anxiety,Depression,Behavioral Change","Seeking professional help does not mean that you will necessarily be admitted into an inpatient setting - though to be honest, that can become an option if you feel unsafe or if you are unable to plan for safety. However, many clients who struggle with self-harm can find help in outpatient settings - particularly those which offer a treatment called Dialectical Behavioral Therapy (DBT). Looking for a DBT professional or group therapy setting may be particularly helpful, but askilled professional can help you to figure out how to identify other options even when you are experiencing overwhelming emotions.Without knowing your location, I also recommend searching to find your local helpline or suicide prevention hotline. The volunteers on the other end of the line can be very helpful even if your intention is not suicide and they are likely also to be able to connect you with resources in your area. Calling into the helpline may also be a first step alternative to self-harming when you're feeling overwhelmed."
176,My apartment manager won't let me keep an emotional support dog.,"Anxiety,Depression,Legal & Regulatory","This can be a difficult situation. Typically, only animals that are specifically trains to accomplish a specific task are legally protected as Service Animsls. Even though that can be very helpful, emotional support animals are not generally protected in the same way.You might not be able to make your landlord accommodate you. If possible, you may want to consider a different apparent that is more animal friendly."
178,"I need help with my severe claustrophobia, motorphobia, and anxiety.","Anxiety,Depression,Self-esteem","Not having support from your family for such a significant problem, is a problem itself.How about your friends, are any of them nurturing or treat you kindly when you bring up that you've got this problem?Are any of your friends willing to accommodate the fact that right now you've got panic attacks from driving and being a passenger?Maybe being and feeling accepted while you're in this current phase of your life, would help diminish the panic attacks.If no support is coming to you, then a next step would be to evaluate the relationships in your life and to develop standards and expectations of others, especially that they are considerate of your great need at this time.Its possible you are bearing the emotional burden of a lot more people in your life than yourself.If no one wants to show they care about this situation, then release yourself from trying to please and satisfy everyone's wish that you be better, while they ignore your need for their support.Be realistic in what you're able to give back to people who want to be blind to your emotional need.Thinking this way will at first raise your anxiety level from fear of losing everyone. Eventually, you'll stabilize within yourself and know that all you're asking for is some support for having a tough time.Hopefully, the others will be more responsive to you.If they don't you still know that you're being reasonable for what you'd like."
179,Do I have anxiety?,"Anxiety,Depression,Stress,Relationships","Everyone has some level of anxiety - it's what helps us respond to stressors in our lives and clues us into the fact that we need to respond to something going on. However, if you're feeling overwhelmed by racing thoughts, feeling like you spend a lot of energy worrying about something specific or even pretty much anything at all, and you're starting to find that it's getting in your way when it comes to living your life the way you want, then I'd suggest seeing a counselor or therapist for an assessment for anxiety.Your other concerns, though, seem pretty ""normal"" for someone who is in a relationship with a partner who has children. As a married stepmother, I've been there, and as a therapist, I can tell you that the boundaries and communication skills you have in your relationships need to be healthy for you to feel healthy. Finding some support from a group of others whose partners have children might be really helpful - being able to hear from others that you aren't alone in feeling like this can really lighten the load, and they might have some good ideas for handling certain situations. Another option is to find a counselor or therapist who has experience working with stepblended family dynamics - because even if you're not officially married, those dynamics come into play whenever there are kids from another relationship involved. You may even consider couples counseling so that both of you can learn to talk about your relationship needs and concerns in a way that will encourage connection and strengthen your sense of partnership."
180,Why am I sick to my stomach when I stand up?,"Anxiety,Domestic Violence","Hello, and thank you for your question. You may be right, your physical symptoms of getting sick to your stomachmay very well be your nerves or anxiety. That is totally normal and understandable given your circumstances. Another thing that is not unusual is that you feel better when you sit and rock. That is actually a fairly common way that many people comfort themselves in times of high stress. If you are concerned that there is an actual physical illness causing these symptoms, you may want to visit your primary care provider. They may tell you that they don't see anything physically wrong with you, and at that point you may want to visit a counselor about the symptoms and your relationship experience. A visit with a counselor may be a good idea either way. I work as a counselor in primary care, and I promise you that many people have very real physical symptoms when they have gone through abuse. Unexplainable stomach and headaches are very common. Sometimes, with counseling, those physical symptoms actually stop. Be well, and I hope you feel better soon.Robin J. Landwehr, DBH, LPCC, NCC "
181,How can I avoid becoming wrapped up in family issues and control my anxiety about them?,"Anxiety,Family Conflict","Based on the information provided, this is an issue with boundaries. Sounds like your uncle goes to your mom and possibly your mothertakes the issuesto you. I do not like to assume so I will direct you to information regarding families dealing with enmeshment and triangulation. Enmeshment is the concept of diffused boundaries in families and other personal relationships. Triangulation istwo individuals relaying information to a third party what cannot be said directly to each other.From someone who has dealt withboththese issues ona personal level,being informed aboutfamily dynamics is beneficial and can helpyou develop healthy boundaries for yourselfwithin your family structure. You may need assistance with developing healthy boundaries. Although it is possible, it is not easy to change the way you have been operating for any extended amount of time. Hope this help!"
183,How can I convince my mother I have anxiety and panic attacks?,"Anxiety,Family Conflict",How old are you?Are you old enough in your State to have therapy without your mother's consent?Your mom's attitude toward you may be one significant reason on why you feels so much tension in the first place.Don't let her opinions and beliefs get in the way of what you know about yourself.Are you in school and does that school have a guidance counselor?Would you talk with that person about your difficult getting your mom to retain helping services for you?Keep looking for local resources which will support you either directly or indirectly by advocating for your right to receive mental health care.
185,How can I get people to listen?,"Anxiety,Family Conflict,Depression,Stress,Social Relationships","Hi there. Being 15 years old can be a very difficult time in your teenage life. I remember when I was 15 and how I often felt my parents werenât listening to me. Itâs even more difficult when you feel that you do not have a friend that you can confide in. Having depression in the past and being able to get through it shows me that you can get through anything! Depression alone is a very difficult problem to work through. In addition to the communication problem with your parents, it appears that you are also struggling with stress and anxiety. We all have stress and anxiety in our lives. If we didnât, none of us would be living. Anxiety &amp; stress keep us on our toes! Often, I have to remind myself of this as well. However, it is how we manage stress and anxiety, so it will not overcome our lives. Are you familiar with relaxation techniques, such as: deep breathing exercises, meditation or yoga? Relaxation Techniques can help you tremendously in reducing your stress and anxiety. Deep breathing exercises are helpful when you are on the go, such as school, shopping, out with friends or whatever extracurricular activities you engage in.  Most people do not take full advantage of their lung capacity. I know, that sounds silly. But, itâs true. You would be surprised how much air you lungs can hold. Imagine being in the Doctorâs office and taking deep breaths. This is what you want to do when you are feeling overwhelmed andor stressed. Take a moment to take in at least 10 deep breaths and let them out slowly. You will be surprised how well you feel afterwards. Meditation and Yoga are also healthy forms to working through stress and anxiety. You will need a quiet place for your meditation. You want to be âin the momentâ and take in the peace and serenity. All it takes is a quiet place, closing your eyes and thinking of your âhappy place.â Some people use meditation music as well. If you have access to this type of music and or the internet for more ways to practice meditation, please go for it! Yoga on the other hand will take a little more work and practice. I would not suggest you learning this on your own, if you have never attempted yoga before. Find an experienced Yoga instructor to teach you the ropes andor ask your school counselor about the possibility of getting someone to come to the school to teach the students. Lastly, in regards to your parents it is very important to be able to have a relationship where you feel comfortable communicating. I would recommend writing a letter to them, if you are unable to express how you feel in person. A letter is more intimate and requires a little more effort on their end. If they are open on working on this relationship, maybe suggest family counseling to fully work on this issue. I hope this was helpful for you and I wish you the best! "
192,How can I get over my fear of accidental pregnancy to have sex again?,"Anxiety,Human Sexuality,Intimacy,Relationships",Alot of our choices have to do with what we have been taught and partly our fear of trusting ourselves to do what is right. There is so much more going on within you than you realize. We can help you bring it to the surface. Please contact us when you can and in whatever way you can to discuss what's going on with you.
